datetime	Ten_Meter_Uwind_vector_meterPerSecond	Ten_Meter_Vwind_vector_meterPerSecond	Air_Temperature_celsius	Shortwave_Radiation_Downwelling_wattPerMeterSquared	Vapour_Pressure_milliBar	Longwave_Radiation_Downwelling_wattPerMeterSquared	Precipitation_meterPerHour
245	4.0081673	-1.8073596	14.561761	259.11108	11.943879	320.58575	0
246	1.0542431	3.4551692	17.965845	252.06665	13.656149	332.21713	0
247	1.8260299	3.2664192	18.308527	67.144463	16.400264	374.95853	5.9442239e-10
248	-1.8080205	-0.32124111	17.321466	70.626846	18.168127	403.5657	4.8703957e-10
249	2.0953832	4.5508132	19.865533	124.69327	20.457138	410.59964	1.4651735e-09
250	1.9266716	-0.72755039	20.977289	167.05498	22.06535	411.8855	6.2210687e-09
251	-0.13874598	1.4530964	19.641199	120.33501	21.251996	410.07062	1.4013946e-09
252	1.1200283	-3.6032622	14.528375	81.199356	13.129035	359.10132	2.4628268e-10
253	-4.2402658	-0.51132476	10.28927	25.324169	11.450181	364.62537	7.3753884e-09
254	-2.9652922	0.74438983	14.614557	38.485382	16.06078	394.33975	2.1821519e-08
255	-0.41182843	-3.114145	13.952783	34.574371	15.653675	393.95132	6.7740992e-10
256	1.0910728	-3.2514675	12.154108	202.23723	12.551318	351.90656	2.9874724e-10
257	1.408607	-1.3030409	14.63595	221.2379	13.20054	328.57733	0
258	1.4634844	2.2335122	16.635065	219.31277	14.55875	337.88281	0
259	2.4257393	2.3178234	16.739526	108.56046	15.583707	368.6445	0
260	2.010673	3.7668719	17.418024	26.726339	17.899028	397.772	4.6110599e-09
261	2.0812137	-3.585736	13.438409	202.35989	12.830042	344.3978	1.7183173e-09
262	-1.0131592	-1.3621049	10.551813	215.7975	10.095177	298.64478	0
263	-0.37989292	2.0032399	12.41308	43.479973	12.68722	359.37988	2.507204e-10
264	2.372782	-0.89853859	14.286859	189.02803	13.770718	334.7345	0
265	0.5605827	-0.10406215	14.837885	115.20092	13.337112	354.07437	0
266	2.596678	1.894082	16.739404	93.908966	16.099364	379.61935	0
267	2.7356346	1.0697778	17.861902	98.125977	18.114847	378.08829	2.5040195e-10
268	2.1948993	2.6503375	19.023157	173.70335	18.223232	364.27408	0
269	1.492382	4.9387202	19.790186	176.5132	17.731432	358.03601	2.8461839e-10
270	1.4827354	-1.8870668	15.586298	20.345121	15.769832	376.84979	1.4824525e-08
271	-1.1850451	-6.2024078	8.9260803	201.74541	9.0336553	296.9646	0
272	-1.9483202	-1.5818533	8.336908	147.27179	9.3066459	303.91776	0
273	1.6052455	0.098210722	9.8031555	58.884254	9.8092455	349.51157	7.6980177e-10
274	3.1410313	-1.730487	9.1744934	193.21684	9.1703582	298.30984	0
275	0.54540712	2.1256568	10.265588	186.61652	8.5316592	290.42834	0
276	0.23229153	3.5685136	12.151697	58.005684	11.852033	336.89081	8.3664584e-10
277	-0.06791003	1.2886584	13.8612	15.047258	15.363652	361.31842	3.1947003e-08
278	1.7050663	-5.672648	6.2247559	191.13593	7.2775343	275.64175	0
279	-0.75719196	-3.6552038	4.2303711	186.51425	6.3275681	264.95447	0
280	0.71440506	-1.8660866	5.1658264	181.93295	6.7752114	269.91583	0
281	4.2044711	3.5169063	8.6306702	84.71788	8.3902723	305.4472	0
282	3.3675368	-1.1836737	12.557092	164.4502	11.260163	315.69333	0
283	0.29199475	2.4286082	14.298547	118.00919	13.352162	334.69531	0
284	3.8834188	-0.93896979	11.937616	62.558754	10.624113	332.27359	4.8911503e-10
285	1.1012073	-4.1696358	4.4358459	175.47548	5.9397212	263.13348	0
286	0.79268044	-2.0876484	6.3557068	140.95163	6.7751969	283.59357	0
287	-0.71228033	-0.40896088	7.8557373	142.58704	8.1415805	282.43176	0
288	-0.87021071	-1.3293788	8.3161865	79.985588	8.9884977	306.49979	0
289	-0.54519349	-4.8810883	6.7430664	150.38049	6.607747	275.98975	0
290	0.6945172	-3.829968	2.3746582	169.36568	4.1453565	250.91827	0
291	0.74877483	-2.95487	1.8550964	165.97575	3.8870955	250.75323	0
292	1.015412	-1.474002	3.4698425	161.74252	4.6779192	256.18097	0
293	1.1001517	-0.90774548	5.7666565	159.17618	5.1728733	261.34747	0
294	1.1547261	0.27062333	7.7374512	135.06213	5.4409883	273.21588	0
295	-1.1779923	-0.13716224	8.9743286	125.79932	6.7849895	292.56396	0
296	-5.7365208	0.70158023	11.215814	13.225451	11.929758	338.7222	1.3408389e-08
297	1.9236342	-1.0392221	12.945886	30.941971	14.388169	351.11127	5.1349067e-10
298	2.2767837	-3.7861483	8.4659668	112.75452	9.5571159	313.54532	8.5114145e-10
299	-0.18498288	-0.67080718	6.5756165	141.94702	8.172292	271.42831	0
300	2.2432647	0.98518825	8.3425842	134.20697	8.7252304	292.9744	0
301	0.67910743	-1.3759311	8.2439514	66.931816	8.3343702	323.96249	0
302	-0.70115811	-3.1408975	7.0308167	137.1366	7.7977986	274.07352	0
303	-0.15355568	-0.8913129	6.7991577	137.09726	7.806867	269.97821	0
304	-0.41183481	-1.1828892	7.2724243	108.31021	7.7775451	287.23962	0
305	-1.8756778	-0.954229	7.3942505	43.078148	8.1970596	325.79745	0
306	-1.4631166	-0.61932671	8.4287354	48.855915	8.5176984	333.46017	0
307	1.0567174	-1.6737148	7.4650513	65.98938	7.2413482	322.673	0
308	3.5153704	-0.52408838	8.2384888	84.92466	8.4013638	301.95911	0
309	1.6264335	0.11234839	8.3265015	27.976841	8.5167507	318.89996	1.6009665e-09
310	2.5370729	-2.3086643	6.5228516	122.12263	7.6201932	277.64612	0
311	1.4505411	-2.7253401	3.2142578	119.54332	5.6616917	258.13104	0
312	-0.53653973	0.40196431	2.8915039	33.132534	6.3746726	307.17801	3.7762948e-09
313	-1.7802367	-6.1685824	1.8687683	46.588696	6.3092792	311.27234	1.9744422e-09
314	0.3925752	-6.5779066	-0.10056152	119.3445	4.2614981	248.74942	0
315	2.4681587	-2.9746149	1.4421021	51.180229	5.6599611	296.87631	0
316	-0.17618392	-1.4151448	4.0112854	36.21067	6.164918	318.58423	0
